Date,Time,Cooling Devices,Indoor Temperature(C),Indoor Humidity(%),Outdoor Temperature(C),Outdoor Humidity(%),Dew Point(C),Feels Like (C),Wind(km/h),Gust(km/h),Wind Direction(deg),ABS Pressure(inhg),REL Pressure(inhg),Solar Rad.(w/m2),UVI,Hourly Rain(mm),Event Rain(mm),Daily Rain(mm),Weekly Rain(mm),Monthly Rain(mm),Yearly Rain(mm),Pattern
2021-09-12 9:30,9:30,0,30,67,31.8,60,23.1,36.6,1.8,1.8,82,29.8,29.8,780.3,7,0,0,0,0,0,94.5,sunday
2021-09-12 10:00,10:00,0,30.2,67,32,58,22.7,36.4,1.4,3.6,116,29.79,29.79,499.2,4,0,0,0,0,0,94.5,sunday
2021-09-12 10:30,10:30,0.5,30.5,64,33,52,21.9,36.8,0,0,118,29.8,29.8,795.1,7,0,0,0,0,0,94.5,sunday
2021-09-12 11:00,11:00,0,30.9,62,34.1,57,24.4,41.2,1.4,1.8,114,29.79,29.79,793.3,7,0,0,0,0,0,94.5,sunday
2021-09-12 11:30,11:30,0.5,30.9,66,33.1,65,25.7,41.7,2.2,3.6,145,29.77,29.77,727.4,7,0,0,0,0,0,94.5,sunday
2021-09-12 12:00,12:00,0.5,31,65,33.3,61,24.8,40.6,2.2,3.6,108,29.76,29.76,769.4,7,0,0,0,0,0,94.5,sunday
2021-09-12 12:30,12:30,0,31.1,66,33.4,61,24.9,40.9,3.2,5.4,90,29.74,29.74,784.6,7,0,0,0,0,0,94.5,sunday
2021-09-12 13:00,13:00,0,31.3,68,32.9,70,26.7,43.1,0.7,1.8,120,29.73,29.73,774.7,7,0,0,0,0,0,94.5,sunday
2021-09-12 13:30,13:30,0,31.4,69,32.4,70,26.2,41.6,3.2,7.2,234,29.72,29.72,740.4,7,0,0,0,0,0,94.5,sunday
2021-09-12 14:00,14:00,0,31.5,69,33,70,26.8,43.4,1.4,5.4,103,29.71,29.71,703.1,6,0,0,0,0,0,94.5,sunday
2021-09-12 14:30,14:30,1,31.7,69,32.9,71,27,43.5,0.4,1.8,126,29.69,29.69,584.7,5,0,0,0,0,0,94.5,sunday
2021-09-12 15:00,15:00,1,31.8,70,33.2,70,27,44.2,4.7,11.2,131,29.7,29.7,552.5,5,0,0,0,0,0,94.5,sunday
2021-09-12 15:30,15:30,1,31.9,70,32.2,74,27,42.6,2.9,5.4,130,29.69,29.69,144.3,1,0,0,0,0,0,94.5,sunday
2021-09-12 16:00,16:00,1,31.9,70,31.9,77,27.4,42.7,4,7.2,112,29.7,29.7,77.5,0,0,0,0,0,0,94.5,sunday
2021-09-12 16:30,16:30,1.5,31.9,71,31.9,76,27.2,42.3,0,0,121,29.68,29.68,72.4,0,0,0,0,0,0,94.5,sunday
2021-09-12 17:00,17:00,2,31.9,71,31.4,78,27.1,41.4,0.7,1.8,110,29.69,29.69,58.9,0,0,0,0,0,0,94.5,sunday
2021-09-12 17:30,17:30,0,31.8,71,30.9,80,27.1,40.5,0,0,122,29.7,29.7,18.1,0,0,0,0,0,0,94.5,sunday
2021-09-12 18:00,18:00,1,31.6,73,29.9,85,27.1,38.8,0,0,89,29.71,29.71,0.3,0,0,0,0,0,0,94.5,sunday
2021-09-12 18:30,18:30,2,31.4,73,30,83,26.8,38.5,2.2,3.6,124,29.72,29.72,0,0,0,0,0,0,0,94.5,sunday
2021-09-12 19:00,19:00,2,31.2,75,29.6,85,26.8,37.8,1.8,1.8,115,29.73,29.73,0,0,0,0,0,0,0,94.5,sunday
2021-09-12 19:30,19:30,2,31.1,75,29.5,86,26.9,37.7,1.4,1.8,102,29.75,29.75,0,0,0,0,0,0,0,94.5,sunday
2021-09-12 20:00,20:00,2,31,75,29.5,83,26.3,36.9,1.4,1.8,101,29.76,29.76,0,0,0,0,0,0,0,94.5,sunday
2021-09-12 20:30,20:30,3,30.9,75,28.6,87,26.2,35.1,0,0,102,29.76,29.76,0,0,0,0,0,0,0,94.5,sunday
2021-09-12 21:00,21:00,3,30.9,75,28.8,86,26.2,35.4,0,0,100,29.78,29.78,0,0,0,0,0,0,0,94.5,sunday
2021-09-13 10:00,10:00,0.5,29.9,71,31.4,72,25.8,39.3,3.6,9.4,118,29.8,29.8,478.4,4,0,0,0,0,0,94.5,monday
2021-09-13 10:30,10:30,1,30.1,71,31.5,71,25.6,39.3,6.1,7.2,75,29.79,29.79,779,7,0,0,0,0,0,94.5,monday
2021-09-13 11:00,11:00,1.5,30.4,71,31.9,70,25.8,40.1,1.4,3.6,112,29.77,29.77,800.3,7,0,0,0,0,0,94.5,monday
2021-09-13 11:30,11:30,1,30.6,70,32.2,68,25.6,40.3,6.8,9.4,104,29.76,29.76,813.2,7,0,0,0,0,0,94.5,monday
2021-09-13 12:00,12:00,2.5,30.7,70,32.7,66,25.5,41,5.8,9.4,158,29.76,29.76,804.2,7,0,0,0,0,0,94.5,monday
2021-09-13 12:30,12:30,0.5,31,69,32.7,66,25.5,41,2.5,3.6,115,29.74,29.74,812,7,0,0,0,0,0,94.5,monday
2021-09-13 13:00,13:00,1.5,31.1,68,33.3,64,25.6,41.8,2.2,3.6,160,29.72,29.72,772.1,7,0,0,0,0,0,94.5,monday
2021-09-13 13:30,13:30,2,31.3,68,33.2,70,27,44.2,0.4,1.8,110,29.71,29.71,750,7,0,0,0,0,0,94.5,monday
2021-09-13 14:00,14:00,1,31.3,72,33.6,71,27.6,45.9,0.7,1.8,128,29.69,29.69,704,6,0,0,0,0,0,94.5,monday
2021-09-13 14:30,14:30,1.5,31.5,73,33.1,74,27.9,45.6,1.1,1.8,116,29.68,29.68,576,5,0,0,0,0,0,94.5,monday
2021-09-13 15:00,15:00,0.5,31.4,74,32.6,75,27.6,44.3,0.4,1.8,181,29.68,29.68,552.2,5,0,0,0,0,0,94.5,monday
2021-09-13 15:30,15:30,1,31.5,74,32.7,75,27.7,44.7,4,7.2,191,29.67,29.67,100.5,1,0,0,0,0,0,94.5,monday
2021-09-13 16:00,16:00,2,31.5,75,32.1,77,27.6,43.5,2.2,3.6,132,29.67,29.67,65.9,0,0,0,0,0,0,94.5,monday
2021-09-13 16:30,16:30,2,31.6,75,32.7,76,27.9,45.2,0,0,105,29.67,29.67,58.9,0,0,0,0,0,0,94.5,monday
2021-09-13 17:00,17:00,3,31.6,74,32.4,76,27.7,44,1.4,1.8,152,29.67,29.67,48.9,0,0,0,0,0,0,94.5,monday
2021-09-13 17:30,17:30,1,31.6,73,32.4,73,27,42.8,0,0,163,29.68,29.68,25.9,0,0,0,0,0,0,94.5,monday
2021-09-13 18:00,18:00,1.5,31.5,73,32,75,27,42.3,0,0,121,29.68,29.68,3.4,0,0,0,0,0,0,94.5,monday
2021-09-13 18:30,18:30,3,31.4,74,31.3,80,27.5,41.8,0,0,128,29.7,29.7,0,0,0,0,0,0,0,94.5,monday
2021-09-13 19:00,19:00,2.5,31.4,74,31.2,77,26.7,40.5,0,0,95,29.71,29.71,0,0,0,0,0,0,0,94.5,monday
2021-09-13 19:30,19:30,2.5,31.3,71,31.7,69,25.3,39.2,0.4,1.8,96,29.72,29.72,0,0,0,0,0,0,0,94.5,monday
2021-09-13 20:00,20:00,2,31.2,72,31.2,74,26,39.5,0,0,103,29.73,29.73,0,0,0,0,0,0,0,94.5,monday
2021-09-13 20:30,20:30,2.5,31.2,72,31.1,74,25.9,39.2,1.1,1.8,110,29.75,29.75,0,0,0,0,0,0,0,94.5,monday
2021-09-13 21:00,21:00,3,31.1,72,30.7,76,26,38.7,3.6,3.6,93,29.77,29.77,0,0,0,0,0,0,0,94.5,monday
2021-09-13 21:30,21:30,2.5,31,71,30.1,75,25.2,36.6,0,0,144,29.78,29.78,0,0,0,0,0,0,0,94.5,monday
2021-09-13 22:00,22:00,3.5,30.9,71,29.4,74,24.3,34.4,0,0,145,29.78,29.78,0,0,0,0,0,0,0,94.5,monday
2021-09-13 22:30,22:30,3,30.8,70,28.9,73,23.6,33,0,0,145,29.78,29.78,0,0,0,0,0,0,0,94.5,monday
2021-09-13 23:00,23:00,2,30.7,69,28.6,75,23.8,32.7,0,0,146,29.79,29.79,0,0,0,0,0,0,0,94.5,monday
2021-09-13 23:30,23:30,3,30.7,69,28.2,76,23.6,32,0,0,146,29.78,29.78,0,0,0,0,0,0,0,94.5,monday
2021-09-14 7:30,7:30,1,29.6,73,28.3,83,25.2,33.3,1.1,1.8,115,29.82,29.82,193,1,0,0,0,0,0,94.5,tuesday
2021-09-14 8:00,8:00,1,29.6,73,29.4,78,25.2,35.3,0,0,128,29.83,29.83,294.9,2,0,0,0,0,0,94.5,tuesday
2021-09-14 8:30,8:30,1.5,29.8,73,30.6,73,25.2,37.4,0,0,107,29.83,29.83,412,4,0,0,0,0,0,94.5,tuesday
2021-09-14 9:00,9:00,1.5,29.9,72,31.7,68,25.1,38.9,0,0,115,29.83,29.83,607.2,5,0,0,0,0,0,94.5,tuesday
2021-09-14 9:30,9:30,1.5,30.2,71,32.1,70,26,40.7,2.2,7.2,105,29.82,29.82,762.1,7,0,0,0,0,0,94.5,tuesday
2021-09-14 10:00,10:00,1.5,30.4,72,32.4,70,26.2,41.6,0.7,3.6,116,29.81,29.81,448.9,4,0,0,0,0,0,94.5,tuesday
2021-09-14 10:30,10:30,1.5,30.6,71,33.2,66,26,42.4,0,0,123,29.8,29.8,792.4,7,0,0,0,0,0,94.5,tuesday
2021-09-14 11:00,11:00,2,30.9,72,33.5,69,27.1,44.6,1.1,1.8,113,29.79,29.79,825.5,8,0,0,0,0,0,94.5,tuesday
2021-09-14 11:30,11:30,3,31,75,33.3,74,28.1,46.2,1.4,1.8,137,29.77,29.77,867.1,8,0,0,0,0,0,94.5,tuesday
2021-09-14 12:00,12:00,2,31.2,75,33.3,73,27.8,45.7,2.2,3.6,95,29.76,29.76,721.7,7,0,0,0,0,0,94.5,tuesday
2021-09-14 12:30,12:30,2.5,31.3,75,32.8,74,27.6,44.5,1.4,3.6,155,29.73,29.73,827.6,8,0,0,0,0,0,94.5,tuesday
2021-09-14 13:00,13:00,2.5,31.4,76,33.1,76,28.3,46.6,4.7,7.2,206,29.7,29.7,209.9,2,0,0,0,0,0,94.5,tuesday
2021-09-14 13:30,13:30,2,31.5,75,33.2,74,28,46.1,4.7,7.2,86,29.69,29.69,771.2,7,0,0,0,0,0,94.5,tuesday
2021-09-14 14:00,14:00,3,31.5,75,33.5,73,28,46.5,7.9,9.4,226,29.67,29.67,396.4,3,0,0,0,0,0,94.5,tuesday
2021-09-14 14:30,14:30,2,31.5,75,31.9,77,27.4,42.7,4,5.4,279,29.67,29.67,268.8,2,0,0,0,0,0,94.5,tuesday
2021-09-14 15:00,15:00,1.5,31.6,75,33.5,73,28,46.5,3.2,5.4,243,29.67,29.67,553,5,0,0,0,0,0,94.5,tuesday
2021-09-14 15:30,15:30,2,31.7,74,33.2,75,28.2,46.5,3.6,5.4,114,29.66,29.66,168.6,1,0,0,0,0,0,94.5,tuesday
2021-09-14 16:00,16:00,2.5,31.8,74,32.6,75,27.6,44.3,2.2,3.6,161,29.67,29.67,70.2,0,0,0,0,0,0,94.5,tuesday
2021-09-14 16:30,16:30,2.5,31.6,75,31,80,27.2,40.8,4.7,7.2,201,29.68,29.68,52.8,0,0,0,0,0,0,94.5,tuesday
2021-09-14 17:00,17:00,1.5,31.4,75,30.7,82,27.3,40.6,0.4,1.8,127,29.69,29.69,22.8,0,0,0,0,0,0,94.5,tuesday
2021-09-14 18:00,18:00,2.5,31.2,76,30.2,84,27.2,39.6,0,0,126,29.71,29.71,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 18:30,18:30,2,31.2,76,30.3,83,27.1,39.4,0.4,1.8,168,29.74,29.74,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 19:00,19:00,2.5,31.2,76,30.2,83,27,39.2,0,0,168,29.75,29.75,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 19:30,19:30,3.5,31.1,75,29.5,81,25.9,36.4,0,0,169,29.76,29.76,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 20:00,20:00,3,31,75,29.3,81,25.7,35.7,0,0,95,29.77,29.77,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 20:30,20:30,3,31,74,29.7,80,25.9,36.8,0,0,95,29.78,29.78,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 21:00,21:00,2.5,30.9,75,29.6,80,25.8,36.5,0,0,95,29.8,29.8,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 21:30,21:30,3,30.9,74,29.6,80,25.8,36.5,0,0,95,29.8,29.8,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 22:00,22:00,4,30.9,74,29.5,81,25.9,36.4,0,0,95,29.8,29.8,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 22:30,22:30,3.5,30.9,74,29.2,84,26.2,36.3,0,0,95,29.79,29.79,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 23:00,23:00,3.5,30.8,75,29.1,84,26.1,35.9,0,0,95,29.78,29.78,0,0,0,0,0,0,0,94.5,tuesday
2021-09-14 23:30,23:30,3.5,30.8,74,28.6,82,25.2,34.1,0.7,1.8,95,29.77,29.77,0,0,0,0,0,0,0,94.5,tuesday
2021-09-15 7:00,7:00,3,29.9,73,29.7,80,25.9,36.8,1.4,1.8,109,29.8,29.8,68,0,0,0,0,0,0,94.5,wednesday
2021-09-15 7:30,7:30,2.5,29.9,74,27.8,85,25.1,32.3,1.1,1.8,160,29.8,29.8,65.9,0,0,0,0,0,0,94.5,wednesday
2021-09-15 8:00,8:00,2.5,29.9,74,29,81,25.4,34.9,1.1,1.8,107,29.82,29.82,221.6,2,0,0,0,0,0,94.5,wednesday
2021-09-15 8:30,8:30,1.5,30,74,29.8,79,25.8,36.7,2.2,3.6,117,29.83,29.83,429.4,4,0,0,0,0,0,94.5,wednesday
2021-09-15 9:00,9:00,1.5,30.2,73,31.5,73,26.1,40,1.4,1.8,131,29.82,29.82,685.8,6,0,0,0,0,0,94.5,wednesday
2021-09-15 9:30,9:30,1.5,30.5,73,31.9,74,26.7,41.6,1.8,1.8,100,29.82,29.82,817.2,7,0,0,0,0,0,94.5,wednesday
2021-09-15 10:00,10:00,1.5,30.7,73,33.2,71,27.2,44.6,0.7,1.8,111,29.81,29.81,446.2,4,0,0,0,0,0,94.5,wednesday
2021-09-15 10:30,10:30,1.5,31,73,32.9,71,27,43.5,0,0,121,29.8,29.8,784.2,7,0,0,0,0,0,94.5,wednesday
2021-09-15 11:00,11:00,1,31.1,73,32.5,72,26.8,42.7,3.2,5.4,115,29.79,29.79,773.4,7,0,0,0,0,0,94.5,wednesday
2021-09-15 11:30,11:30,0.5,31.3,72,33.5,69,27.1,44.6,5.4,7.2,109,29.77,29.77,794.2,7,0,0,0,0,0,94.5,wednesday
2021-09-15 12:00,12:00,0.5,31.4,72,33.6,69,27.2,45,4.7,7.2,125,29.77,29.77,627.7,6,0,0,0,0,0,94.5,wednesday
2021-09-15 12:30,12:30,0,31.6,74,33.5,74,28.3,47,2.5,3.6,158,29.75,29.75,810.3,7,0,0,0,0,0,94.5,wednesday
2021-09-15 13:00,13:00,0,31.8,75,33.7,75,28.7,48.3,2.2,3.6,108,29.73,29.73,757.3,7,0,0,0,0,0,94.5,wednesday
2021-09-15 14:00,14:00,0.5,32,75,34,73,28.5,48.3,1.4,1.8,98,29.7,29.7,709.1,6,0,0,0,0,0,94.5,wednesday
2021-09-15 14:30,14:30,1,32,74,33.5,74,28.3,47,1.8,3.6,165,29.69,29.69,598.2,5,0,0,0,0,0,94.5,wednesday
2021-09-15 15:00,15:00,0,32,74,33.5,72,27.8,46,2.2,3.6,139,29.68,29.68,541.8,5,0,0,0,0,0,94.5,wednesday
2021-09-16 7:30,7:30,0.5,29.7,73,28.8,79,24.8,33.9,0,0,115,29.8,29.8,197.8,1,0,0,0,0,0,94.5,thursday
2021-09-16 8:00,8:00,0.5,29.8,72,30.1,75,25.2,36.6,1.4,1.8,121,29.8,29.8,319.6,3,0,0,0,0,0,94.5,thursday
2021-09-16 8:30,8:30,1,30,71,30.5,73,25.1,37.1,3.6,3.6,110,29.81,29.81,458.8,4,0,0,0,0,0,94.5,thursday
2021-09-16 9:00,9:00,1,30.3,71,31.3,70,25.2,38.3,5,5.4,84,29.81,29.81,628,6,0,0,0,0,0,94.5,thursday
2021-09-16 9:30,9:30,1,30.5,69,31.9,66,24.8,38.7,1.1,1.8,98,29.81,29.81,758.7,7,0,0,0,0,0,94.5,thursday
2021-09-16 10:00,10:00,1.5,30.7,68,33.1,61,24.6,40.2,0.7,1.8,119,29.8,29.8,440.2,4,0,0,0,0,0,94.5,thursday
2021-09-16 10:30,10:30,2,30.9,69,33.5,65,26.1,42.8,1.1,1.8,134,29.79,29.79,724.3,7,0,0,0,0,0,94.5,thursday
2021-09-16 11:00,11:00,2.5,31.1,69,32.6,69,26.2,41.8,6.5,9.4,107,29.79,29.79,709.6,6,0,0,0,0,0,94.5,thursday
2021-09-16 11:30,11:30,2.5,31.2,69,33.3,65,25.9,42.2,3.6,5.4,109,29.78,29.78,829.4,8,0,0,0,0,0,94.5,thursday
2021-09-16 12:00,12:00,0.5,31.5,72,33.5,71,27.5,45.6,4,7.2,151,29.77,29.77,445,4,0,0,0,0,0,94.5,thursday
2021-09-16 12:30,12:30,0.5,31.7,71,33.5,72,27.8,46,0.7,1.8,132,29.75,29.75,779.5,7,0,0,0,0,0,94.5,thursday
2021-09-16 13:00,13:00,0.5,31.7,71,32,74,26.8,41.9,4.3,5.4,138,29.73,29.73,440.2,4,0,0,0,0,0,94.5,thursday
2021-09-16 13:30,13:30,0.5,31.8,71,32.3,71,26.4,41.6,1.1,1.8,145,29.75,29.75,132.7,1,0,0,0,0,0,94.5,thursday
2021-09-17 9:30,9:30,2,30.3,71,31.3,70,25.2,38.3,5,5.4,84,29.81,29.81,628,6,0,0,0,0,0,94.5,friday
2021-09-17 10:00,10:00,2,30.7,75,31.8,75,26.9,41.6,1.4,1.8,123,29.78,29.78,590.3,5,0,0,0,0,0,94.5,friday
2021-09-17 10:30,10:30,1.5,31,76,31.8,76,27.1,41.9,4.3,7.2,116,29.77,29.77,798.6,7,0,0,0,0,0,94.5,friday
2021-09-17 11:00,11:00,2,31.2,75,32.6,72,26.9,43.1,5.4,9.4,106,29.77,29.77,777.8,7,0,0,0,0,0,94.5,friday
2021-09-17 11:30,11:30,2,31.2,74,32.6,73,27.2,43.5,1.8,1.8,121,29.75,29.75,799.4,7,0,0,0,0,0,94.5,friday
2021-09-17 12:00,12:00,1.5,31.5,74,32.9,71,27,43.5,0.4,1.8,128,29.73,29.73,692.7,6,0,0,0,0,0,94.5,friday
2021-09-17 12:30,12:30,2,31.6,73,33.8,68,27.1,45.1,0.4,1.8,127,29.72,29.72,793.8,7,0,0,0,0,0,94.5,friday
2021-09-17 13:00,13:00,2,31.8,72,33.8,70,27.6,46,3.6,7.2,180,29.7,29.7,745.2,7,0,0,0,0,0,94.5,friday
2021-09-17 13:30,13:30,1.5,31.9,73,33.4,69,27,44.3,1.4,1.8,83,29.69,29.69,718.7,6,0,0,0,0,0,94.5,friday
2021-09-17 14:00,14:00,1,32,72,33.3,72,27.6,45.3,2.9,3.6,186,29.67,29.67,688.3,6,0,0,0,0,0,94.5,friday
2021-09-17 14:30,14:30,0,32,73,33.2,75,28.2,46.5,5.8,9.4,108,29.66,29.66,459.7,4,0,0,0,0,0,94.5,friday
2021-09-17 15:00,15:00,0.5,31.9,75,32.4,76,27.7,44,1.8,3.6,228,29.65,29.65,494.4,4,0,0,0,0,0,94.5,friday
2021-09-17 15:30,15:30,1,31.9,75,32.4,77,27.8,44.4,4.7,5.4,144,29.65,29.65,81.9,0,0,0,0,0,0,94.5,friday
2021-09-17 16:00,16:00,1,31.8,75,31.8,79,27.7,43.2,1.1,3.6,161,29.65,29.65,88.4,0,0,0,0,0,0,94.5,friday
2021-09-17 16:30,16:30,1,31.6,76,30.4,83,27.2,39.8,1.1,1.8,135,29.66,29.66,58.4,0,0,0,0,0,0,94.5,friday
2021-09-17 17:00,17:00,1,31.5,76,30.3,81,26.7,38.8,1.1,1.8,112,29.67,29.67,15.1,0,0,0,0,0,0,94.5,friday
2021-09-17 17:30,17:30,0.5,31.4,73,30.8,71,25,37.3,1.1,1.8,131,29.68,29.68,3.4,0,0,0,0,0,0,94.5,friday
2021-09-17 18:00,18:00,0.5,31.3,71,30.4,72,24.8,36.5,1.4,1.8,136,29.71,29.71,0,0,0,0,0,0,0,94.5,friday
